id,etl_ymd,ht,sido_cd,sgg_cd,cnt
866,20180903,09,36,44250,27
867,20180903,09,36,44710,4
868,20180903,09,36,44800,5
869,20180903,09,36,45111,5
870,20180903,09,36,45113,6
871,20180903,09,36,45130,7
872,20180903,09,36,45140,8
873,20180903,10,36,11290,5
874,20180903,10,36,11350,7
875,20180903,10,36,11380,7
876,20180903,10,36,11410,5
877,20180903,10,36,11470,12
878,20180903,10,36,11590,5
879,20180903,10,36,11620,5
880,20180903,10,36,11650,9
881,20180903,10,36,11680,15
882,20180903,10,36,11710,8
883,20180903,10,36,11740,6
884,20180903,10,36,27260,5
885,20180903,10,36,30110,80
886,20180903,10,36,30140,82
887,20180903,10,36,30170,228
888,20180903,10,36,30200,323
889,20180903,10,36,30230,101
890,20180903,10,36,41113,5
891,20180903,10,36,41115,4
892,20180903,10,36,41117,6
893,20180903,10,36,41135,9
894,20180903,10,36,41171,4
895,20180903,10,36,41173,8
896,20180903,10,36,41210,5
897,20180903,10,36,41220,9
898,20180903,10,36,41271,6
899,20180903,10,36,41410,4
900,20180903,10,36,41463,6
901,20180903,10,36,41465,7
902,20180903,10,36,41590,11
903,20180903,10,36,43111,57
904,20180903,10,36,43112,131
905,20180903,10,36,43113,171
906,20180903,10,36,43114,38
907,20180903,10,36,43130,4
908,20180903,10,36,43730,5
909,20180903,10,36,44131,92
910,20180903,10,36,44133,34
911,20180903,10,36,44150,116
912,20180903,10,36,44200,20
913,20180903,10,36,44230,14
914,20180903,10,36,44250,26
915,20180903,10,36,45111,4
916,20180903,10,36,45113,7
917,20180903,10,36,45130,4
918,20180903,10,36,45140,8
919,20180903,11,36,11110,5
920,20180903,11,36,11170,15
921,20180903,11,36,11200,5
922,20180903,11,36,11215,4
923,20180903,11,36,11230,5
