year,month,hd_cd,sector_code,living_ingu,revenue,customer_count,payment_count
2017,1,36110250,5301,37756.50951,1172075.264,8.879358062,8.879358062
2017,1,36110250,5402,76781.79965999999,3391026.8436000003,17.758716124,26.638074181999997
2017,1,36110250,5502,449273.10859,32937486.039289996,159.828445106,159.828445106
2017,1,36110250,5603,70907.03795,2237598.2314999998,26.638074181999997,26.638074181999997
2017,1,36110250,5605,829040.8301900002,636449113.90557,5372.0116277259995,5522.960714596
2017,1,36110250,5608,813351.8891600001,2496211700.309,45169.294461540005,45817.48760074
2017,1,36110250,5609,813351.8891600001,330423243.11500007,10353.331499572,10371.090216571998
2017,1,36110250,5610,608127.0592400001,3174370.50717,887.9358060440002,914.5738803040001
2017,1,36110250,5611,469049.06795000006,25976562.0109,372.93303860599997,372.93303860599997
2017,1,36110250,6001,811289.4058900002,336897282.83529997,2947.946876692,3072.257889522
2017,1,36110250,6002,334729.17394,8781685.122699998,142.069728974,142.069728974
2017,1,36110250,6005,555342.37561,70019918.40110001,1473.9734382039999,1536.128944704
2017,1,36110250,6007,657902.30808,63473028.832,2219.839515666,2566.1344798959994
2017,1,36110250,6009,485613.50237000006,13878436.6512,257.50138379000003,257.50138379000003
2017,1,36110250,6010,455976.97101000004,35046826.2718,195.345877368,195.345877368
2017,1,36110250,6011,511626.85087,20791016.902300004,1607.1638091959999,1660.4399577559998
2017,1,36110250,6013,40117.54513,6659518.547,8.879358062,8.879358062
2017,1,36110250,6015,206208.43038,506744.9646499999,62.155506426,62.155506426
2017,1,36110250,6018,492511.92712,14906666.314631999,2868.032654122,3560.6225828680003
2017,1,36110250,6020,55573.674320000006,887935.8062,8.879358062,8.879358062
2017,1,36110250,6021,92654.47792,3693812.954,35.517432244,35.517432244
2017,1,36110250,6099,78863.45887,293018.8161,17.758716124,17.758716124
2017,1,36110250,6101,69429.15002,6273266.470899999,17.758716124,17.758716124
2017,1,36110250,6102,455772.61561999994,23831927.243359998,230.86330961599998,239.742667676
2017,1,36110250,6103,543389.73144,38247923.646970004,284.139457978,293.01881604799996
2017,1,36110250,6107,746585.3703800001,11698998.214220002,701.4692869620001,710.3486450220001
2017,1,36110250,6111,83716.73904,355174.32252000005,17.758716124,17.758716124
2017,1,36110250,6113,838683.6319600001,139045233.19503,4936.923082626,5070.113453556
2017,1,36110250,6114,825672.0687000002,76406909.56845,5993.566692036,6304.344224036001
2017,1,36110250,6116,209199.8718,12138082.470999999,186.466519312,186.466519312
2017,1,36110250,6199,96579.21776,1605609.9216,35.51743224,35.51743224
2017,1,36110250,6203,710848.4595700001,29572702.02672,594.916990166,630.4344224160001
2017,1,36110250,6204,401124.94458999997,7870662.985699999,186.46651931,186.46651931
2017,1,36110250,6205,798629.3439300001,49233376.648,1518.3702285759996,1562.7670189759997
2017,1,36110250,6208,131243.16936,1101040.39978,44.396790306,53.276148363999994
2017,1,36110250,6299,138197.02397,2139925.2928,35.517432244,44.396790314
2017,1,36110250,7002,813351.8891600001,138511598.8231,2157.684008842,2299.753737932
2017,1,36110250,7003,877742.7379900002,1023512883.52209,28875.672419824,30962.321561324003
2017,1,36110250,7004,742942.21487,7028633.461130001,736.9867191220002,808.02158361
2017,1,36110250,7005,877742.7379900002,345411684.167,27890.06367406,29301.881605090002
