,year,month,h_dng_cd,sector_code,living_ingu,revenue,customer_count,payment_count,saengwhal_population,jumin_ingu,jugan_sangju_ingu,yagan_sangju_ingu,dong_name,upjong_name
38,2017,1,36110250,3001,397240.74896000006,10442125.0801,97.672938678,97.672938678,877742.7379900002,45032,32302,35741,조치원읍,내구재
39,2017,1,36110250,3101,795161.0250300004,450241126.7778999,1962.3381316920002,2042.2523543720001,877742.7379900002,45032,32302,35741,조치원읍,내구재
40,2017,1,36110250,3102,333951.9156,23225914.4717,177.587161236,177.587161236,877742.7379900002,45032,32302,35741,조치원읍,내구재
41,2017,1,36110250,3201,525431.5665600001,8344820.70695,239.742667654,239.742667654,877742.7379900002,45032,32302,35741,조치원읍,내구재
42,2017,1,36110250,3202,78671.50799000001,1660439.9575999996,26.638074181999997,26.638074181999997,877742.7379900002,45032,32302,35741,조치원읍,내구재
43,2017,1,36110250,3203,795161.0250300004,68885612.463,2290.874379882,2388.5473186720005,877742.7379900002,45032,32302,35741,조치원읍,내구재
44,2017,1,36110250,3204,53682.83158,244182.3467,8.879358062,8.879358062,877742.7379900002,45032,32302,35741,조치원읍,내구재
45,2017,1,36110250,3299,52479.05474000001,1101040.3997,17.758716124,17.758716124,877742.7379900002,45032,32302,35741,조치원읍,내구재
46,2017,1,36110250,3302,194427.12866,18351560.5996,44.39679031,44.39679031,877742.7379900002,45032,32302,35741,조치원읍,주거생활
47,2017,1,36110250,3303,124114.07195999999,1047764.2514,26.638074186,26.638074186,877742.7379900002,45032,32302,35741,조치원읍,주거생활
48,2017,1,36110250,3401,713681.4271200001,48692374.87724,1021.1261771040002,1101.0403996639998,877742.7379900002,45032,32302,35741,조치원읍,주거생활
49,2017,1,36110250,3402,82075.86909,10113588.832999999,17.758716124,17.758716124,877742.7379900002,45032,32302,35741,조치원읍,주거생활
50,2017,1,36110250,3403,679190.1806900001,93453323.28405,1500.6115125439999,1722.5954639619995,877742.7379900002,45032,32302,35741,조치원읍,주거생활
51,2017,1,36110250,3404,85116.72860999999,52100000.0,26.638074181999997,26.638074181999997,877742.7379900002,45032,32302,35741,조치원읍,주거생활
52,2017,1,36110250,3405,320773.86664,3913133.0975,133.190370926,133.190370926,877742.7379900002,45032,32302,35741,조치원읍,주거생활
53,2017,1,36110250,3406,186058.49145,1898406.7534400001,44.39679031,62.155506438,877742.7379900002,45032,32302,35741,조치원읍,유통
54,2017,1,36110250,3499,96746.29516,22479699.779,26.638074181999997,26.638074181999997,877742.7379900002,45032,32302,35741,조치원읍,주거생활
55,2017,1,36110250,4101,877742.7379900002,2528694003.9644995,119640.47053922,131725.27685308,877742.7379900002,45032,32302,35741,조치원읍,유통
56,2017,1,36110250,4107,813351.8891600001,2239764492.711,40809.52965457999,45844.125675,877742.7379900002,45032,32302,35741,조치원읍,유통
57,2017,1,36110250,4108,813351.8891600001,160353176.12805998,3702.692311822,3871.400115082,877742.7379900002,45032,32302,35741,조치원읍,유통
58,2017,1,36110250,4110,877742.7379900002,786999968.4512602,33297.592734352,35259.930865371985,877742.7379900002,45032,32302,35741,조치원읍,유통
59,2017,1,36110250,4111,115879.25428,8053577.7624,35.517432244,35.517432244,877742.7379900002,45032,32302,35741,조치원읍,유통
60,2017,1,36110250,4112,877742.7379900002,1180665035.5821998,154225.57018947002,179469.58514486995,877742.7379900002,45032,32302,35741,조치원읍,유통
